ndc11,brand_name,strength,route,labeler_name
00409909428,Fentanyl Citrate,FENTANYL CITRATE 50 ug/mL,"INTRAMUSCULAR, INTRAVENOUS","Hospira, Inc."
00409909431,Fentanyl Citrate,FENTANYL CITRATE 50 ug/mL,"INTRAMUSCULAR, INTRAVENOUS","Hospira, Inc."
00409909461,Fentanyl Citrate,FENTANYL CITRATE 50 ug/mL,"INTRAMUSCULAR, INTRAVENOUS","Hospira, Inc."
71930004512,OXYCODONE AND ACETAMINOPHEN,"ACETAMINOPHEN 325 mg/1, OXYCODONE HYDROCHLORIDE 5 mg/1",ORAL,Eywa Pharma Inc
71930004552,OXYCODONE AND ACETAMINOPHEN,"ACETAMINOPHEN 325 mg/1, OXYCODONE HYDROCHLORIDE 5 mg/1",ORAL,Eywa Pharma Inc
72162108502,"Methadone Hydrocloride dye-free, sugar-free, unflavored",METHADONE HYDROCHLORIDE 10 mg/mL,ORAL,Bryant Ranch Prepack
72162134703,Buprenorphine and Naloxone,"BUPRENORPHINE HYDROCHLORIDE 8 mg/1, NALOXONE HYDROCHLORIDE DIHYDRATE 2 mg/1",SUBLINGUAL,Bryant Ranch Prepack
72162135201,Morphine Sulfate Extended Release,MORPHINE SULFATE 200 mg/1,ORAL,Bryant Ranch Prepack
72162179201,Morphine sulfate,MORPHINE SULFATE 200 mg/1,ORAL,Bryant Ranch Prepack
72162200201,ACETAMINOPHEN AND CODEINE PHOSPHATE,"ACETAMINOPHEN 300 mg/1, CODEINE PHOSPHATE 60 mg/1",ORAL,Bryant Ranch Prepack
72162200205,ACETAMINOPHEN AND CODEINE PHOSPHATE,"ACETAMINOPHEN 300 mg/1, CODEINE PHOSPHATE 60 mg/1",ORAL,Bryant Ranch Prepack
72162209902,Butorphanol Tartrate,BUTORPHANOL TARTRATE 10 mg/mL,NASAL,Bryant Ranch Prepack
72189015430,TRAMADOL HYDROCHLORIDE,TRAMADOL HYDROCHLORIDE 200 mg/1,ORAL,DIRECT RX
72189015460,TRAMADOL HYDROCHLORIDE,TRAMADOL HYDROCHLORIDE 200 mg/1,ORAL,DIRECT RX
72189019130,HYDROCODONE BITARTRATE AND ACETAMINOPHEN,"ACETAMINOPHEN 325 mg/1, HYDROCODONE BITARTRATE 7.5 mg/1",ORAL,DirectRx
72189034308,HYDROCODONE BITARTRATE AND ACETAMINOPHEN,"ACETAMINOPHEN 325 mg/1, HYDROCODONE BITARTRATE 5 mg/1",ORAL,Direct Rx
72189034320,HYDROCODONE BITARTRATE AND ACETAMINOPHEN,"ACETAMINOPHEN 325 mg/1, HYDROCODONE BITARTRATE 5 mg/1",ORAL,Direct Rx
72189034330,HYDROCODONE BITARTRATE AND ACETAMINOPHEN,"ACETAMINOPHEN 325 mg/1, HYDROCODONE BITARTRATE 5 mg/1",ORAL,Direct Rx
72189034360,HYDROCODONE BITARTRATE AND ACETAMINOPHEN,"ACETAMINOPHEN 325 mg/1, HYDROCODONE BITARTRATE 5 mg/1",ORAL,Direct Rx
72189034372,HYDROCODONE BITARTRATE AND ACETAMINOPHEN,"ACETAMINOPHEN 325 mg/1, HYDROCODONE BITARTRATE 5 mg/1",ORAL,Direct Rx
72189034390,HYDROCODONE BITARTRATE AND ACETAMINOPHEN,"ACETAMINOPHEN 325 mg/1, HYDROCODONE BITARTRATE 5 mg/1",ORAL,Direct Rx
72865013001,OXYMORPHONE HYDROCHLORIDE,OXYMORPHONE HYDROCHLORIDE 5 mg/1,ORAL,"XLCare Pharmaceuticals, Inc."
72865020201,Hydrocodone Bitartrate and Acetaminophen,"ACETAMINOPHEN 325 mg/1, HYDROCODONE BITARTRATE 5 mg/1",ORAL,"XLCare Pharmaceuticals, Inc."
72865020205,Hydrocodone Bitartrate and Acetaminophen,"ACETAMINOPHEN 325 mg/1, HYDROCODONE BITARTRATE 5 mg/1",ORAL,"XLCare Pharmaceuticals, Inc."
72887064812,oxycodone hydrochloride and acetaminophen,"ACETAMINOPHEN 300 mg/5mL, OXYCODONE HYDROCHLORIDE 10 mg/5mL",ORAL,FH2 Pharma LLC
72887068103,oxycodone and acetaminophen,"ACETAMINOPHEN 300 mg/1, OXYCODONE HYDROCHLORIDE 5 mg/1",ORAL,FH2 Pharma LLC
73780000310,OXYCODONE HYDROCHLORIDE,OXYCODONE HYDROCHLORIDE 15 mg/1,ORAL,Ohemo Life Sciences Inc.
76420089701,Oxycodone Hydrochloride,OXYCODONE HYDROCHLORIDE 5 mg/1,ORAL,"Asclemed USA, Inc."
76420089710,Oxycodone Hydrochloride,OXYCODONE HYDROCHLORIDE 5 mg/1,ORAL,"Asclemed USA, Inc."
76420089720,Oxycodone Hydrochloride,OXYCODONE HYDROCHLORIDE 5 mg/1,ORAL,"Asclemed USA, Inc."
76420089730,Oxycodone Hydrochloride,OXYCODONE HYDROCHLORIDE 5 mg/1,ORAL,"Asclemed USA, Inc."
76420089760,Oxycodone Hydrochloride,OXYCODONE HYDROCHLORIDE 5 mg/1,ORAL,"Asclemed USA, Inc."
76420089790,Oxycodone Hydrochloride,OXYCODONE HYDROCHLORIDE 5 mg/1,ORAL,"Asclemed USA, Inc."
00597002402,Combivent Respimat,"ALBUTEROL SULFATE 100 ug/1, IPRATROPIUM BROMIDE 20 ug/1",RESPIRATORY (INHALATION),"Boehringer Ingelheim Pharmaceuticals, Inc."
00597010028,Spiriva Respimat,TIOTROPIUM BROMIDE ANHYDROUS 3.124 ug/1,RESPIRATORY (INHALATION),"Boehringer Ingelheim Pharmaceuticals, Inc."
00597010051,Spiriva Respimat,TIOTROPIUM BROMIDE ANHYDROUS 3.124 ug/1,RESPIRATORY (INHALATION),"Boehringer Ingelheim Pharmaceuticals, Inc."
00597010061,Spiriva Respimat,TIOTROPIUM BROMIDE ANHYDROUS 3.124 ug/1,RESPIRATORY (INHALATION),"Boehringer Ingelheim Pharmaceuticals, Inc."
80425052901,Acetaminophen and Codeine Phosphate,"ACETAMINOPHEN 300 mg/1, CODEINE PHOSPHATE 30 mg/1",ORAL,"Advanced Rx of Tennessee, LLC"
80425052902,Acetaminophen and Codeine Phosphate,"ACETAMINOPHEN 300 mg/1, CODEINE PHOSPHATE 30 mg/1",ORAL,"Advanced Rx of Tennessee, LLC"
80425052903,Acetaminophen and Codeine Phosphate,"ACETAMINOPHEN 300 mg/1, CODEINE PHOSPHATE 30 mg/1",ORAL,"Advanced Rx of Tennessee, LLC"
81140010110,RoxyBond,OXYCODONE HYDROCHLORIDE 5 mg/1,ORAL,Protega Pharmaceuticals Inc
81140010410,RoxyBond,OXYCODONE HYDROCHLORIDE 10 mg/1,ORAL,Protega Pharmaceuticals Inc
82868005230,tramadol hydrochloride,TRAMADOL HYDROCHLORIDE 50 mg/1,ORAL,"Northwind Pharmaceuticals, LLC"
83008000230,HYDROCODONE BITARTRATE AND ACETAMINOPHEN,"ACETAMINOPHEN 325 mg/1, HYDROCODONE BITARTRATE 7.5 mg/1",ORAL,"Quality Care Products, LLC"
83008000260,HYDROCODONE BITARTRATE AND ACETAMINOPHEN,"ACETAMINOPHEN 325 mg/1, HYDROCODONE BITARTRATE 7.5 mg/1",ORAL,"Quality Care Products, LLC"
83008000290,HYDROCODONE BITARTRATE AND ACETAMINOPHEN,"ACETAMINOPHEN 325 mg/1, HYDROCODONE BITARTRATE 7.5 mg/1",ORAL,"Quality Care Products, LLC"
83008002130,TRAMADOL HYDROCHLORIDE,TRAMADOL HYDROCHLORIDE 300 mg/1,ORAL,"Quality Care Products, LLC"
00641602810,Fentanyl Citrate,FENTANYL CITRATE 50 ug/mL,"INTRAMUSCULAR, INTRAVENOUS",Hikma Pharmaceuticals USA Inc.
00641602825,Fentanyl Citrate,FENTANYL CITRATE 50 ug/mL,"INTRAMUSCULAR, INTRAVENOUS",Hikma Pharmaceuticals USA Inc.
00641603901,INFUMORPH 200,MORPHINE SULFATE 10 mg/mL,"EPIDURAL, INTRATHECAL",Hikma Pharmaceuticals USA Inc.
00641628925,Fentanyl Citrate,FENTANYL CITRATE 50 ug/mL,"INTRAMUSCULAR, INTRAVENOUS",Hikma Pharmaceuticals USA Inc.
84549046401,Nalbuphine Hydrochloride,NALBUPHINE HYDROCHLORIDE 10 mg/mL,"INTRAMUSCULAR, INTRAVENOUS, SUBCUTANEOUS",ProPharma Distribution
00832022700,Morphine Sulfate,MORPHINE SULFATE 30 mg/1,ORAL,"Upsher-Smith Laboratories, LLC"
00832022750,Morphine Sulfate,MORPHINE SULFATE 30 mg/1,ORAL,"Upsher-Smith Laboratories, LLC"
00406112392,,"ACETAMINOPHEN 325 mg/1, HYDROCODONE BITARTRATE 5 mg/1",,SpecGx LLC
00406331006,,NALBUPHINE HYDROCHLORIDE 1 kg/kg,,SpecGx LLC
00406331041,,NALBUPHINE HYDROCHLORIDE 1 kg/kg,,SpecGx LLC
00406331042,,NALBUPHINE HYDROCHLORIDE 1 kg/kg,,SpecGx LLC
00406888706,,METHADONE HYDROCHLORIDE 1 kg/kg,,SpecGx LLC
00406888724,,METHADONE HYDROCHLORIDE 1 kg/kg,,SpecGx LLC
00406888740,,METHADONE HYDROCHLORIDE 1 kg/kg,,SpecGx LLC
00406888741,,METHADONE HYDROCHLORIDE 1 kg/kg,,SpecGx LLC
00406888742,,METHADONE HYDROCHLORIDE 1 kg/kg,,SpecGx LLC
00406888799,,METHADONE HYDROCHLORIDE 1 kg/kg,,SpecGx LLC
00904656061,Morphine Sulfate Extended Release,MORPHINE SULFATE 100 mg/1,ORAL,Major Pharmaceuticals
17180978001,,TAPENTADOL HYDROCHLORIDE 1 kg/kg,,"Curia Missouri, Inc."
38779073101,,HYDROMORPHONE HYDROCHLORIDE 1 g/g,,Medisca Inc.
38779073103,,HYDROMORPHONE HYDROCHLORIDE 1 g/g,,Medisca Inc.
38779073104,,HYDROMORPHONE HYDROCHLORIDE 1 g/g,,Medisca Inc.
38779073105,,HYDROMORPHONE HYDROCHLORIDE 1 g/g,,Medisca Inc.
38779073106,,HYDROMORPHONE HYDROCHLORIDE 1 g/g,,Medisca Inc.
38779073107,,HYDROMORPHONE HYDROCHLORIDE 1 g/g,,Medisca Inc.
38779076403,,HYDROCODONE BITARTRATE 1 g/g,,Medisca Inc.
38779076404,,HYDROCODONE BITARTRATE 1 g/g,,Medisca Inc.
38779076405,,HYDROCODONE BITARTRATE 1 g/g,,Medisca Inc.
38779076406,,HYDROCODONE BITARTRATE 1 g/g,,Medisca Inc.
38779076408,,HYDROCODONE BITARTRATE 1 g/g,,Medisca Inc.
38779175600,,FENTANYL CITRATE 1 g/g,,Medisca Inc.
38779175603,,FENTANYL CITRATE 1 g/g,,Medisca Inc.
38779175604,,FENTANYL CITRATE 1 g/g,,Medisca Inc.
38779175606,,FENTANYL CITRATE 1 g/g,,Medisca Inc.
38779175609,,FENTANYL CITRATE 1 g/g,,Medisca Inc.
38779176603,,MEPERIDINE HYDROCHLORIDE 1 g/g,,Medisca Inc.
38779176604,,MEPERIDINE HYDROCHLORIDE 1 g/g,,Medisca Inc.
38779176605,,MEPERIDINE HYDROCHLORIDE 1 g/g,,Medisca Inc.
38779327600,,APOMORPHINE HYDROCHLORIDE 1 g/g,,Medisca Inc.
38779327603,,APOMORPHINE HYDROCHLORIDE 1 g/g,,Medisca Inc.
38779327604,,APOMORPHINE HYDROCHLORIDE 1 g/g,,Medisca Inc.
38779327606,,APOMORPHINE HYDROCHLORIDE 1 g/g,,Medisca Inc.
00904715504,Buprenorphine,BUPRENORPHINE HYDROCHLORIDE 8 mg/1,SUBLINGUAL,Major Pharmaceuticals
48087007700,,PENTAZOCINE HYDROCHLORIDE 1 kg/kg,,F.I.S. FABBRICA ITALIANA SINTETICI S.P.A.
49812005101,,CODEINE PHOSPHATE 1 g/g,,"Veranova, L.P."
49812013201,,HYDROCODONE BITARTRATE 1 kg/kg,,"Veranova, L.P."
49812014101,,HYDROMORPHONE HYDROCHLORIDE 1 kg/kg,,"Veranova, L.P."
00904741761,METHADONE HYDROCHLORIDE,METHADONE HYDROCHLORIDE 10 mg/1,ORAL,Major Pharmaceuticals
51634009502,,OXYMORPHONE HYDROCHLORIDE 1 kg/kg,,"Noramco, LLC"
51634096902,,MORPHINE SULFATE 1 kg/kg,,"Noramco, LLC"
51634096903,,MORPHINE SULFATE 1 kg/kg,,"Noramco, LLC"
51927013900,,HYDROMORPHONE HYDROCHLORIDE 1 g/g,,Professional Compounding Centers of America
51927101300,,CODEINE PHOSPHATE 1 kg/kg,,Professional Compounding Centers of America dba PCCA
58032010000,,IPRATROPIUM BROMIDE 1 kg/1,,Neuland Laboratories Limited
59116264201,,FENTANYL 1 kg/kg,,"Cambrex Charles City, Inc"
59116475103,,HYDROCODONE BITARTRATE 1 kg/kg,,"Cambrex Charles City, Inc"
61960919301,,HYDROCODONE BITARTRATE 1 kg/kg,,"Chattem Chemicals, Inc."
62991151301,,APOMORPHINE HYDROCHLORIDE 1 g/g,,"LETCO MEDICAL, LLC"
62991151302,,APOMORPHINE HYDROCHLORIDE 1 g/g,,"LETCO MEDICAL, LLC"
62991151303,,APOMORPHINE HYDROCHLORIDE 1 g/g,,"LETCO MEDICAL, LLC"
62991151304,,APOMORPHINE HYDROCHLORIDE 1 g/g,,"LETCO MEDICAL, LLC"
65267010151,,TAPENTADOL HYDROCHLORIDE 1 kg/kg,,Janssen Pharmaceutical Sciences Unlimited Company
65267010400,,BUPRENORPHINE HYDROCHLORIDE 1 kg/kg,,Janssen Pharmaceutical Sciences Unlimited Company
65267020300,,BUPRENORPHINE 1 kg/kg,,Janssen Pharmaceutical Sciences Unlimited Company
67509000850,,BUPRENORPHINE HYDROCHLORIDE 50 kg/50kg,,Noramco Coventry LLC
10702000901,OXYCODONE HYDROCHLORIDE,OXYCODONE HYDROCHLORIDE 30 mg/1,ORAL,"KVK-TECH,INC"
10702000950,OXYCODONE HYDROCHLORIDE,OXYCODONE HYDROCHLORIDE 30 mg/1,ORAL,"KVK-TECH,INC"
10702015016,Hydrocodone Bitartrate and Homatropine Methylbromide,"HOMATROPINE METHYLBROMIDE 1.5 mg/5mL, HYDROCODONE BITARTRATE 5 mg/5mL",ORAL,"KVK-Tech, Inc."
10702018401,Oxycodone and Acetaminophen,"ACETAMINOPHEN 325 mg/1, OXYCODONE 2.5 mg/1",ORAL,"KVK-Tech, Inc."
10702018410,Oxycodone and Acetaminophen,"ACETAMINOPHEN 325 mg/1, OXYCODONE 2.5 mg/1",ORAL,"KVK-Tech, Inc."
10702018450,Oxycodone and Acetaminophen,"ACETAMINOPHEN 325 mg/1, OXYCODONE 2.5 mg/1",ORAL,"KVK-Tech, Inc."
10702019201,Hydrocodone Bitartrate and Acetaminophen,"ACETAMINOPHEN 300 mg/1, HYDROCODONE BITARTRATE 5 mg/1",ORAL,"KVK-Tech, Inc."
10702019203,Hydrocodone Bitartrate and Acetaminophen,"ACETAMINOPHEN 300 mg/1, HYDROCODONE BITARTRATE 5 mg/1",ORAL,"KVK-Tech, Inc."
10702019210,Hydrocodone Bitartrate and Acetaminophen,"ACETAMINOPHEN 300 mg/1, HYDROCODONE BITARTRATE 5 mg/1",ORAL,"KVK-Tech, Inc."
10702019250,Hydrocodone Bitartrate and Acetaminophen,"ACETAMINOPHEN 300 mg/1, HYDROCODONE BITARTRATE 5 mg/1",ORAL,"KVK-Tech, Inc."
85411011104,,APOMORPHINE HYDROCHLORIDE 1 kg/kg,,Cutyx Research LLP
13107004401,Oxycodone and Acetaminophen,"ACETAMINOPHEN 325 mg/1, OXYCODONE HYDROCHLORIDE 5 mg/1",ORAL,"Aurolife Pharma, LLC"
13107004405,Oxycodone and Acetaminophen,"ACETAMINOPHEN 325 mg/1, OXYCODONE HYDROCHLORIDE 5 mg/1",ORAL,"Aurolife Pharma, LLC"
13107004430,Oxycodone and Acetaminophen,"ACETAMINOPHEN 325 mg/1, OXYCODONE HYDROCHLORIDE 5 mg/1",ORAL,"Aurolife Pharma, LLC"
13107004499,Oxycodone and Acetaminophen,"ACETAMINOPHEN 325 mg/1, OXYCODONE HYDROCHLORIDE 5 mg/1",ORAL,"Aurolife Pharma, LLC"
13107005501,Oxycodone Hydrochloride,OXYCODONE HYDROCHLORIDE 5 mg/1,ORAL,"Aurolife Pharma, LLC"
13107005530,Oxycodone Hydrochloride,OXYCODONE HYDROCHLORIDE 5 mg/1,ORAL,"Aurolife Pharma, LLC"
13107005599,Oxycodone Hydrochloride,OXYCODONE HYDROCHLORIDE 5 mg/1,ORAL,"Aurolife Pharma, LLC"
13107006001,Acetaminophen and Codeine Phosphate,"ACETAMINOPHEN 300 mg/1, CODEINE PHOSPHATE 60 mg/1",ORAL,"Aurolife Pharma, LLC"
13107006005,Acetaminophen and Codeine Phosphate,"ACETAMINOPHEN 300 mg/1, CODEINE PHOSPHATE 60 mg/1",ORAL,"Aurolife Pharma, LLC"
13107006030,Acetaminophen and Codeine Phosphate,"ACETAMINOPHEN 300 mg/1, CODEINE PHOSPHATE 60 mg/1",ORAL,"Aurolife Pharma, LLC"
13107006099,Acetaminophen and Codeine Phosphate,"ACETAMINOPHEN 300 mg/1, CODEINE PHOSPHATE 60 mg/1",ORAL,"Aurolife Pharma, LLC"
13107010301,Oxymorphone Hydrochloride,OXYMORPHONE HYDROCHLORIDE 5 mg/1,ORAL,"Aurolife Pharma, LLC"
13107010330,Oxymorphone Hydrochloride,OXYMORPHONE HYDROCHLORIDE 5 mg/1,ORAL,"Aurolife Pharma, LLC"
13107010399,Oxymorphone Hydrochloride,OXYMORPHONE HYDROCHLORIDE 5 mg/1,ORAL,"Aurolife Pharma, LLC"
13811069030,Tramadol Hydrochloride Extended-Release,TRAMADOL HYDROCHLORIDE 200 mg/1,ORAL,"Trigen Laboratories, LLC"
16714052601,Ipratropium Bromide,IPRATROPIUM BROMIDE 21 ug/1,NASAL,NORTHSTAR RX LLC
16729054910,BUPRENORPHINE HYDROCHLORIDE and NALOXONE HYDROCHLORIDE DIHYDRATE,"BUPRENORPHINE HYDROCHLORIDE 2 mg/1, NALOXONE HYDROCHLORIDE DIHYDRATE .5 mg/1",SUBLINGUAL,"Accord Healthcare, Inc"
17856027301,Codeine-Guaifenesin,"CODEINE PHOSPHATE 10 mg/5mL, GUAIFENESIN 100 mg/5mL",ORAL,ATLANTIC BIOLOGICALS CORP.
00093786965,Fentanyl Citrate,FENTANYL CITRATE 1200 ug/1,"ORAL, TRANSMUCOSAL","Teva Pharmaceuticals USA, Inc."
24510011510,XTAMPZA ER,OXYCODONE 13.5 mg/1,ORAL,"Collegium Pharmaceutical, Inc."
24510011520,XTAMPZA ER,OXYCODONE 13.5 mg/1,ORAL,"Collegium Pharmaceutical, Inc."
27808008601,Hydrocodone Polistirex and Chlorpheniramine Polistirex extended-release,"CHLORPHENIRAMINE MALEATE 8 mg/5mL, HYDROCODONE BITARTRATE 10 mg/5mL",ORAL,"Cranbury Pharmaceuticals, LLC"
27808008602,Hydrocodone Polistirex and Chlorpheniramine Polistirex extended-release,"CHLORPHENIRAMINE MALEATE 8 mg/5mL, HYDROCODONE BITARTRATE 10 mg/5mL",ORAL,"Cranbury Pharmaceuticals, LLC"
31722011901,hydromorphone hydrochloride,HYDROMORPHONE HYDROCHLORIDE 8 mg/1,ORAL,"Camber Pharmaceuticals, Inc."
31722019101,Oxycodone and Acetaminophen,"ACETAMINOPHEN 325 mg/1, OXYCODONE HYDROCHLORIDE 2.5 mg/1",ORAL,"Camber Pharmaceuticals, Inc."
31722019105,Oxycodone and Acetaminophen,"ACETAMINOPHEN 325 mg/1, OXYCODONE HYDROCHLORIDE 2.5 mg/1",ORAL,"Camber Pharmaceuticals, Inc."
00115123201,Oxymorphone hydrochloride,OXYMORPHONE HYDROCHLORIDE 10 mg/1,ORAL,Amneal Pharmaceuticals of New York LLC
00115123203,Oxymorphone hydrochloride,OXYMORPHONE HYDROCHLORIDE 10 mg/1,ORAL,Amneal Pharmaceuticals of New York LLC
00115123208,Oxymorphone hydrochloride,OXYMORPHONE HYDROCHLORIDE 10 mg/1,ORAL,Amneal Pharmaceuticals of New York LLC
00115123213,Oxymorphone hydrochloride,OXYMORPHONE HYDROCHLORIDE 10 mg/1,ORAL,Amneal Pharmaceuticals of New York LLC
31722091701,Oxycodone Hydrochloride,OXYCODONE HYDROCHLORIDE 15 mg/1,ORAL,Camber Pharmaceuticals Inc
31722091705,Oxycodone Hydrochloride,OXYCODONE HYDROCHLORIDE 15 mg/1,ORAL,Camber Pharmaceuticals Inc
31722094801,OXYCODONE AND ACETAMINOPHEN,"ACETAMINOPHEN 325 mg/1, OXYCODONE HYDROCHLORIDE 2.5 mg/1",ORAL,"Camber Pharmaceuticals, Inc."
31722094805,OXYCODONE AND ACETAMINOPHEN,"ACETAMINOPHEN 325 mg/1, OXYCODONE HYDROCHLORIDE 2.5 mg/1",ORAL,"Camber Pharmaceuticals, Inc."
33342026907,Tramadol Hydrochloride,TRAMADOL HYDROCHLORIDE 100 mg/1,ORAL,Macleods Pharmaceuticals Limited
33342026910,Tramadol Hydrochloride,TRAMADOL HYDROCHLORIDE 100 mg/1,ORAL,Macleods Pharmaceuticals Limited
33342026911,Tramadol Hydrochloride,TRAMADOL HYDROCHLORIDE 100 mg/1,ORAL,Macleods Pharmaceuticals Limited
00121077504,Guaifenesin and Codeine Phosphate,"CODEINE PHOSPHATE 10 mg/5mL, GUAIFENESIN 100 mg/5mL",ORAL,"PAI Holdings, LLC"
00121077516,Guaifenesin and Codeine Phosphate,"CODEINE PHOSPHATE 10 mg/5mL, GUAIFENESIN 100 mg/5mL",ORAL,"PAI Holdings, LLC"
00121082704,OXYCODONE HYDROCHLORIDE,OXYCODONE HYDROCHLORIDE 5 mg/5mL,ORAL,"PAI Holdings, LLC dba PAI Pharma"
00121082716,OXYCODONE HYDROCHLORIDE,OXYCODONE HYDROCHLORIDE 5 mg/5mL,ORAL,"PAI Holdings, LLC dba PAI Pharma"
00121203630,Buprenorphine and Naloxone,"BUPRENORPHINE HYDROCHLORIDE 8 mg/1, NALOXONE HYDROCHLORIDE 2 mg/1",SUBLINGUAL,"PAI Holdings, LLC dba Pharmaceutical Associates, Inc. and dba PAI Pharma"
00121231650,Hydrocodone Bitartrate and Acetaminophen,"ACETAMINOPHEN 325 mg/15mL, HYDROCODONE BITARTRATE 7.5 mg/15mL",ORAL,"PAI Holdings, LLC dba PAI Pharma"
42806011101,Hydrocodone Bitartrate and Acetaminophen,"ACETAMINOPHEN 325 mg/1, HYDROCODONE BITARTRATE 5 mg/1",ORAL,"Epic Pharma, LLC"
42858023401,Dilaudid,HYDROMORPHONE HYDROCHLORIDE 4 mg/1,ORAL,Rhodes Pharmaceuticals L.P.
42858023450,Dilaudid,HYDROMORPHONE HYDROCHLORIDE 4 mg/1,ORAL,Rhodes Pharmaceuticals L.P.
42858051501,MS Contin,MORPHINE SULFATE 15 mg/1,ORAL,Rhodes Pharmaceuticals L.P.
42858063101,MS Contin,MORPHINE SULFATE 30 mg/1,ORAL,Rhodes Pharmaceuticals L.P.
42858075040,Buprenorphine,BUPRENORPHINE 5 ug/h,TRANSDERMAL,Rhodes Pharmaceuticals L.P.
42858080301,Morphine Sulfate Extended Release,MORPHINE SULFATE 60 mg/1,ORAL,Rhodes Pharmaceuticals L. P.
42858083940,Buprenorphine,BUPRENORPHINE 20 ug/h,TRANSDERMAL,Rhodes Pharmaceuticals L.P.
43386035101,Hydrocodone Bitartrate and Acetaminophen,"ACETAMINOPHEN 300 mg/1, HYDROCODONE BITARTRATE 5 mg/1",ORAL,"Lupin Pharmaceuticals,Inc."
43386035105,Hydrocodone Bitartrate and Acetaminophen,"ACETAMINOPHEN 300 mg/1, HYDROCODONE BITARTRATE 5 mg/1",ORAL,"Lupin Pharmaceuticals,Inc."
43386043001,Oxycodone Hydrochloride,OXYCODONE HYDROCHLORIDE 15 mg/1,ORAL,"Lupin Pharmaceuticals,Inc."
43742220301,Energy Catalyst,"ADENOSINE CYCLIC PHOSPHATE 8 [hp_X]/mL, ALUMINUM 12 [hp_X]/mL, ALUMINUM OXIDE 30 [hp_X]/mL, ANTIMONY TRISULFIDE 12 [hp_X]/mL, ARSENIC TRIOXIDE 12 [hp_X]/mL, BARIUM CARBONATE 12 [hp_X]/mL, BERYLLIUM 12 [hp_X]/mL, BISMUTH 12 [hp_X]/mL, BROMINE 12 [hp_X]/mL, CADMIUM 12 [hp_X]/mL, CERIUM 12 [hp_X]/mL, CEROUS OXALATE NONAHYDRATE 8 [hp_X]/mL, CESIUM CHLORIDE 12 [hp_X]/mL, CHOLECALCIFEROL 8 [hp_X]/mL, CHROMIUM 8 [hp_X]/mL, COBALT 8 [hp_X]/mL, COBALTOUS GLUCONATE 6 [hp_X]/mL, COPPER 8 [hp_X]/mL, CUPRIC SULFATE 6 [hp_X]/mL, DYSPROSIUM 12 [hp_X]/mL, ERBIUM 12 [hp_X]/mL, EUROPIUM 12 [hp_X]/mL, FERROUS FUMARATE 6 [hp_X]/mL, GADOLINIUM 12 [hp_X]/mL, GERMANIUM SESQUIOXIDE 12 [hp_X]/mL, GOLD 12 [hp_X]/mL, HOLMIUM 12 [hp_X]/mL, INDIUM 12 [hp_X]/mL, IODINE 8 [hp_X]/mL, IRIDIUM 8 [hp_X]/mL, IRON 8 [hp_X]/mL, LANTHANUM 14 [hp_C]/mL, LEAD 12 [hp_X]/mL, LITHIUM CARBONATE 8 [hp_X]/mL, MAGNESIUM 8 [hp_X]/mL, MAGNESIUM ASPARTATE 6 [hp_X]/mL, MANGANESE 8 [hp_X]/mL, MANGANESE GLUCONATE 6 [hp_X]/mL, MERCURIC CHLORIDE 30 [hp_X]/mL, MERCURIUS SOLUBILIS 12 [hp_X]/mL, MOLYBDENUM 8 [hp_X]/mL, NEODYMIUM OXIDE 12 [hp_X]/mL, NICKEL 12 [hp_X]/mL, NICKEL ACETATE 8 [hp_X]/mL, NIOBIUM 30 [hp_C]/mL, OSMIUM 12 [hp_X]/mL, PALLADIUM 12 [hp_X]/mL, PHOSPHORUS 6 [hp_X]/mL, PLATINUM 12 [hp_X]/mL, POTASSIUM ASPARTATE 6 [hp_X]/mL, POTASSIUM CARBONATE 8 [hp_X]/mL, PRASEODYMIUM 12 [hp_X]/mL, PROTEUS MORGANII 30 [hp_C]/mL, RHODIUM 12 [hp_X]/mL, RUBIDIUM NITRITE 12 [hp_X]/mL, SAMARIUM 12 [hp_X]/mL, SELENIUM 8 [hp_X]/mL, SILVER 12 [hp_X]/mL, SODIUM CHLORIDE 8 [hp_X]/mL, SODIUM MOLYBDATE 6 [hp_X]/mL, STRONTIUM CARBONATE 8 [hp_X]/mL, SULFUR 8 [hp_X]/mL, TANTALUM 30 [hp_C]/mL, TERBIUM 12 [hp_X]/mL, THALLIUM 12 [hp_X]/mL, TIN 12 [hp_X]/mL, TRIBASIC CALCIUM PHOSPHATE 8 [hp_X]/mL, URANYL NITRATE HEXAHYDRATE 15 [hp_C]/mL, VANADIUM 8 [hp_X]/mL, VISCUM ALBUM FRUITING TOP 3 [hp_X]/mL, YTTERBIUM OXIDE 12 [hp_X]/mL, ZINC 8 [hp_X]/mL",ORAL,"Deseret Biologicals, Inc."
