drug1,drug2,drug3,n_total,n_ae,n_no_ae,ae_prop,p_value,p_adj,significant,drug1_name,drug2_name,drug3_name
A07A,H02A,R03B,259,5,254,0.019305019305019305,1.0,1.0,False,INTESTINAL ANTIINFECTIVES,"CORTICOSTEROIDS FOR SYSTEMIC USE, PLAIN","OTHER DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES, INHALANTS"
A03F,C08C,N02B,259,5,254,0.019305019305019305,1.0,1.0,False,PROPULSIVES,SELECTIVE CALCIUM CHANNEL BLOCKERS WITH MAINLY VASCULAR EFFECTS,OTHER ANALGESICS AND ANTIPYRETICS
H03A,J02A,N02B,259,5,254,0.019305019305019305,1.0,1.0,False,THYROID PREPARATIONS,ANTIMYCOTICS FOR SYSTEMIC USE,OTHER ANALGESICS AND ANTIPYRETICS
J01F,J05A,M01A,259,5,254,0.019305019305019305,1.0,1.0,False,"MACROLIDES, LINCOSAMIDES AND STREPTOGRAMINS",DIRECT ACTING ANTIVIRALS,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS"
L04A,N02A,N04B,259,5,254,0.019305019305019305,1.0,1.0,False,IMMUNOSUPPRESSANTS,OPIOIDS,DOPAMINERGIC AGENTS
G04B,G04C,J01M,259,5,254,0.019305019305019305,1.0,1.0,False,UROLOGICALS,DRUGS USED IN BENIGN PROSTATIC HYPERTROPHY,QUINOLONE ANTIBACTERIALS
A10B,C10A,M01A,8548,165,8383,0.01930276087973795,1.0,1.0,False,"BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS","LIPID MODIFYING AGENTS, PLAIN","ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS"
A10B,D01A,N02A,2436,47,2389,0.01929392446633826,1.0,1.0,False,"BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS",ANTIFUNGALS FOR TOPICAL USE,OPIOIDS
D07A,J01D,R03A,311,6,305,0.01929260450160772,1.0,1.0,False,"CORTICOSTEROIDS, PLAIN",OTHER BETA-LACTAM ANTIBACTERIALS,"ADRENERGICS, INHALANTS"
C09C,N02A,R05D,622,12,610,0.01929260450160772,1.0,1.0,False,"ANGIOTENSIN II RECEPTOR BLOCKERS (ARBs), PLAIN",OPIOIDS,"COUGH SUPPRESSANTS, EXCL. COMBINATIONS WITH EXPECTORANTS"
A10A,C07A,R05D,311,6,305,0.01929260450160772,1.0,1.0,False,INSULINS AND ANALOGUES,BETA BLOCKING AGENTS,"COUGH SUPPRESSANTS, EXCL. COMBINATIONS WITH EXPECTORANTS"
C03A,C09A,C10A,3784,73,3711,0.019291754756871036,1.0,1.0,False,"LOW-CEILING DIURETICS, THIAZIDES","ACE INHIBITORS, PLAIN","LIPID MODIFYING AGENTS, PLAIN"
H02A,R01A,R03B,3318,64,3254,0.019288728149487643,1.0,1.0,False,"CORTICOSTEROIDS FOR SYSTEMIC USE, PLAIN",DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE,"OTHER DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES, INHALANTS"
A02B,A10A,G04B,674,13,661,0.019287833827893175,1.0,1.0,False,DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD),INSULINS AND ANALOGUES,UROLOGICALS
H02A,J01F,R03B,2696,52,2644,0.019287833827893175,1.0,1.0,False,"CORTICOSTEROIDS FOR SYSTEMIC USE, PLAIN","MACROLIDES, LINCOSAMIDES AND STREPTOGRAMINS","OTHER DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES, INHALANTS"
C03A,D07A,M03B,363,7,356,0.01928374655647383,1.0,1.0,False,"LOW-CEILING DIURETICS, THIAZIDES","CORTICOSTEROIDS, PLAIN","MUSCLE RELAXANTS, CENTRALLY ACTING AGENTS"
C07A,C10A,N05C,3630,70,3560,0.01928374655647383,1.0,1.0,False,BETA BLOCKING AGENTS,"LIPID MODIFYING AGENTS, PLAIN",HYPNOTICS AND SEDATIVES
H02A,N02B,N06B,363,7,356,0.01928374655647383,1.0,1.0,False,"CORTICOSTEROIDS FOR SYSTEMIC USE, PLAIN",OTHER ANALGESICS AND ANTIPYRETICS,"PSYCHOSTIMULANTS, AGENTS USED FOR ADHD AND NOOTROPICS"
A10B,B05X,C09C,778,15,763,0.019280205655526992,1.0,1.0,False,"BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS",I.V. SOLUTION ADDITIVES,"ANGIOTENSIN II RECEPTOR BLOCKERS (ARBs), PLAIN"
N02A,N04B,N06B,415,8,407,0.01927710843373494,1.0,1.0,False,OPIOIDS,DOPAMINERGIC AGENTS,"PSYCHOSTIMULANTS, AGENTS USED FOR ADHD AND NOOTROPICS"
A02B,A10B,B03B,882,17,865,0.01927437641723356,1.0,1.0,False,DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD),"BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS",VITAMIN B12 AND FOLIC ACID
A10B,C08C,D01A,467,9,458,0.019271948608137045,1.0,1.0,False,"BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS",SELECTIVE CALCIUM CHANNEL BLOCKERS WITH MAINLY VASCULAR EFFECTS,ANTIFUNGALS FOR TOPICAL USE
D01A,N05B,N05C,467,9,458,0.019271948608137045,1.0,1.0,False,ANTIFUNGALS FOR TOPICAL USE,ANXIOLYTICS,HYPNOTICS AND SEDATIVES
C09C,C10A,N02A,11884,229,11655,0.019269606193200943,1.0,1.0,False,"ANGIOTENSIN II RECEPTOR BLOCKERS (ARBs), PLAIN","LIPID MODIFYING AGENTS, PLAIN",OPIOIDS
A02B,A10B,M01A,5968,115,5853,0.019269436997319034,1.0,1.0,False,DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD),"BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS","ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS"
C03A,C10A,M03B,2595,50,2545,0.019267822736030827,1.0,1.0,False,"LOW-CEILING DIURETICS, THIAZIDES","LIPID MODIFYING AGENTS, PLAIN","MUSCLE RELAXANTS, CENTRALLY ACTING AGENTS"
L04A,N02B,N05B,571,11,560,0.01926444833625219,1.0,1.0,False,IMMUNOSUPPRESSANTS,OTHER ANALGESICS AND ANTIPYRETICS,ANXIOLYTICS
D01A,M01A,M03B,1142,22,1120,0.01926444833625219,1.0,1.0,False,ANTIFUNGALS FOR TOPICAL USE,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS","MUSCLE RELAXANTS, CENTRALLY ACTING AGENTS"
A10B,C10A,J01C,1194,23,1171,0.019262981574539362,1.0,1.0,False,"BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS","LIPID MODIFYING AGENTS, PLAIN","BETA-LACTAM ANTIBACTERIALS, PENICILLINS"
C10A,G04B,N06A,3064,59,3005,0.019255874673629242,1.0,1.0,False,"LIPID MODIFYING AGENTS, PLAIN",UROLOGICALS,ANTIDEPRESSANTS
N02A,N05C,R06A,5246,101,5145,0.0192527640106748,1.0,1.0,False,OPIOIDS,HYPNOTICS AND SEDATIVES,ANTIHISTAMINES FOR SYSTEMIC USE
J02A,R03A,R03B,883,17,866,0.01925254813137033,1.0,1.0,False,ANTIMYCOTICS FOR SYSTEMIC USE,"ADRENERGICS, INHALANTS","OTHER DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES, INHALANTS"
J01C,N02A,N05C,1559,30,1529,0.01924310455420141,1.0,1.0,False,"BETA-LACTAM ANTIBACTERIALS, PENICILLINS",OPIOIDS,HYPNOTICS AND SEDATIVES
M01A,M03B,N02A,40504,779,39725,0.01923266837843176,0.9791687558493357,1.0,False,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS","MUSCLE RELAXANTS, CENTRALLY ACTING AGENTS",OPIOIDS
A02B,B01A,C03E,208,4,204,0.019230769230769232,1.0,1.0,False,DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD),ANTITHROMBOTIC AGENTS,DIURETICS AND POTASSIUM-SPARING AGENTS IN COMBINATION
A02B,G04B,M04A,364,7,357,0.019230769230769232,1.0,1.0,False,DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD),UROLOGICALS,ANTIGOUT PREPARATIONS
C01D,C03A,N02A,676,13,663,0.019230769230769232,1.0,1.0,False,VASODILATORS USED IN CARDIAC DISEASES,"LOW-CEILING DIURETICS, THIAZIDES",OPIOIDS
C09B,N02A,R03B,884,17,867,0.019230769230769232,1.0,1.0,False,"ACE INHIBITORS, COMBINATIONS",OPIOIDS,"OTHER DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES, INHALANTS"
D06B,J01E,N02A,208,4,204,0.019230769230769232,1.0,1.0,False,CHEMOTHERAPEUTICS FOR TOPICAL USE,SULFONAMIDES AND TRIMETHOPRIM,OPIOIDS
D07X,M03B,R03A,208,4,204,0.019230769230769232,1.0,1.0,False,"CORTICOSTEROIDS, OTHER COMBINATIONS","MUSCLE RELAXANTS, CENTRALLY ACTING AGENTS","ADRENERGICS, INHALANTS"
C09A,J01F,N05A,208,4,204,0.019230769230769232,1.0,1.0,False,"ACE INHIBITORS, PLAIN","MACROLIDES, LINCOSAMIDES AND STREPTOGRAMINS",ANTIPSYCHOTICS
A02B,C09A,G03B,312,6,306,0.019230769230769232,1.0,1.0,False,DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD),"ACE INHIBITORS, PLAIN",ANDROGENS
B01A,C01E,N02B,312,6,306,0.019230769230769232,1.0,1.0,False,ANTITHROMBOTIC AGENTS,OTHER CARDIAC PREPARATIONS,OTHER ANALGESICS AND ANTIPYRETICS
A11C,J01C,M01A,364,7,357,0.019230769230769232,1.0,1.0,False,"VITAMIN A AND D, INCL. COMBINATIONS OF THE TWO","BETA-LACTAM ANTIBACTERIALS, PENICILLINS","ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS"
C03A,R05D,R06A,208,4,204,0.019230769230769232,1.0,1.0,False,"LOW-CEILING DIURETICS, THIAZIDES","COUGH SUPPRESSANTS, EXCL. COMBINATIONS WITH EXPECTORANTS",ANTIHISTAMINES FOR SYSTEMIC USE
A10B,B03A,R03A,624,12,612,0.019230769230769232,1.0,1.0,False,"BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS",IRON PREPARATIONS,"ADRENERGICS, INHALANTS"
A02B,A10B,R05D,780,15,765,0.019230769230769232,1.0,1.0,False,DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD),"BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS","COUGH SUPPRESSANTS, EXCL. COMBINATIONS WITH EXPECTORANTS"
C08C,J01C,R03A,624,12,612,0.019230769230769232,1.0,1.0,False,SELECTIVE CALCIUM CHANNEL BLOCKERS WITH MAINLY VASCULAR EFFECTS,"BETA-LACTAM ANTIBACTERIALS, PENICILLINS","ADRENERGICS, INHALANTS"
C08D,G04B,N06A,312,6,306,0.019230769230769232,1.0,1.0,False,SELECTIVE CALCIUM CHANNEL BLOCKERS WITH DIRECT CARDIAC EFFECTS,UROLOGICALS,ANTIDEPRESSANTS
B05X,G04B,R03B,364,7,357,0.019230769230769232,1.0,1.0,False,I.V. SOLUTION ADDITIVES,UROLOGICALS,"OTHER DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES, INHALANTS"
A10B,D08A,R03D,208,4,204,0.019230769230769232,1.0,1.0,False,"BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS",ANTISEPTICS AND DISINFECTANTS,OTHER SYSTEMIC DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES
B05X,N02A,P01B,468,9,459,0.019230769230769232,1.0,1.0,False,I.V. SOLUTION ADDITIVES,OPIOIDS,ANTIMALARIALS
B01A,N02A,N06B,572,11,561,0.019230769230769232,1.0,1.0,False,ANTITHROMBOTIC AGENTS,OPIOIDS,"PSYCHOSTIMULANTS, AGENTS USED FOR ADHD AND NOOTROPICS"
C10A,N05B,S01A,208,4,204,0.019230769230769232,1.0,1.0,False,"LIPID MODIFYING AGENTS, PLAIN",ANXIOLYTICS,ANTIINFECTIVES
A02B,M01A,S01X,416,8,408,0.019230769230769232,1.0,1.0,False,DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD),"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",OTHER OPHTHALMOLOGICALS
C09A,N02B,R05D,572,11,561,0.019230769230769232,1.0,1.0,False,"ACE INHIBITORS, PLAIN",OTHER ANALGESICS AND ANTIPYRETICS,"COUGH SUPPRESSANTS, EXCL. COMBINATIONS WITH EXPECTORANTS"
C03C,C10A,L01B,260,5,255,0.019230769230769232,1.0,1.0,False,HIGH-CEILING DIURETICS,"LIPID MODIFYING AGENTS, PLAIN",ANTIMETABOLITES
D07X,M03B,N02A,728,14,714,0.019230769230769232,1.0,1.0,False,"CORTICOSTEROIDS, OTHER COMBINATIONS","MUSCLE RELAXANTS, CENTRALLY ACTING AGENTS",OPIOIDS
A10A,H03A,N05A,364,7,357,0.019230769230769232,1.0,1.0,False,INSULINS AND ANALOGUES,THYROID PREPARATIONS,ANTIPSYCHOTICS
C07A,L04A,R03B,260,5,255,0.019230769230769232,1.0,1.0,False,BETA BLOCKING AGENTS,IMMUNOSUPPRESSANTS,"OTHER DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES, INHALANTS"
C03D,M01A,N05B,312,6,306,0.019230769230769232,1.0,1.0,False,ALDOSTERONE ANTAGONISTS AND OTHER POTASSIUM-SPARING AGENTS,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",ANXIOLYTICS
B01A,J02A,N06A,208,4,204,0.019230769230769232,1.0,1.0,False,ANTITHROMBOTIC AGENTS,ANTIMYCOTICS FOR SYSTEMIC USE,ANTIDEPRESSANTS
C02C,C08D,N02A,208,4,204,0.019230769230769232,1.0,1.0,False,"ANTIADRENERGIC AGENTS, PERIPHERALLY ACTING",SELECTIVE CALCIUM CHANNEL BLOCKERS WITH DIRECT CARDIAC EFFECTS,OPIOIDS
C09C,C09D,N02A,572,11,561,0.019230769230769232,1.0,1.0,False,"ANGIOTENSIN II RECEPTOR BLOCKERS (ARBs), PLAIN","ANGIOTENSIN II RECEPTOR BLOCKERS (ARBs), COMBINATIONS",OPIOIDS
C10A,G04C,R01A,1456,28,1428,0.019230769230769232,1.0,1.0,False,"LIPID MODIFYING AGENTS, PLAIN",DRUGS USED IN BENIGN PROSTATIC HYPERTROPHY,DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE
B03A,M01A,N05C,260,5,255,0.019230769230769232,1.0,1.0,False,IRON PREPARATIONS,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",HYPNOTICS AND SEDATIVES
C01D,C03A,R03A,312,6,306,0.019230769230769232,1.0,1.0,False,VASODILATORS USED IN CARDIAC DISEASES,"LOW-CEILING DIURETICS, THIAZIDES","ADRENERGICS, INHALANTS"
C07A,C08C,C09B,676,13,663,0.019230769230769232,1.0,1.0,False,BETA BLOCKING AGENTS,SELECTIVE CALCIUM CHANNEL BLOCKERS WITH MAINLY VASCULAR EFFECTS,"ACE INHIBITORS, COMBINATIONS"
C08D,H03A,N05B,260,5,255,0.019230769230769232,1.0,1.0,False,SELECTIVE CALCIUM CHANNEL BLOCKERS WITH DIRECT CARDIAC EFFECTS,THYROID PREPARATIONS,ANXIOLYTICS
C03D,R01A,R06A,364,7,357,0.019230769230769232,1.0,1.0,False,ALDOSTERONE ANTAGONISTS AND OTHER POTASSIUM-SPARING AGENTS,DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE,ANTIHISTAMINES FOR SYSTEMIC USE
D01A,M01A,N02A,3745,72,3673,0.01922563417890521,1.0,1.0,False,ANTIFUNGALS FOR TOPICAL USE,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",OPIOIDS
A02B,H03A,R03B,3069,59,3010,0.019224503095470837,1.0,1.0,False,DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD),THYROID PREPARATIONS,"OTHER DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES, INHALANTS"
A02B,A10A,M01A,2653,51,2602,0.019223520542781758,1.0,1.0,False,DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD),INSULINS AND ANALOGUES,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS"
C01D,C10A,N05B,1457,28,1429,0.019217570350034317,1.0,1.0,False,VASODILATORS USED IN CARDIAC DISEASES,"LIPID MODIFYING AGENTS, PLAIN",ANXIOLYTICS
C09C,C10A,N05C,1145,22,1123,0.01921397379912664,1.0,1.0,False,"ANGIOTENSIN II RECEPTOR BLOCKERS (ARBs), PLAIN","LIPID MODIFYING AGENTS, PLAIN",HYPNOTICS AND SEDATIVES
A10B,R03A,R05D,1041,20,1021,0.01921229586935639,1.0,1.0,False,"BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS","ADRENERGICS, INHALANTS","COUGH SUPPRESSANTS, EXCL. COMBINATIONS WITH EXPECTORANTS"
J02A,N02A,N05C,781,15,766,0.019206145966709345,1.0,1.0,False,ANTIMYCOTICS FOR SYSTEMIC USE,OPIOIDS,HYPNOTICS AND SEDATIVES
A10B,C08C,M04A,677,13,664,0.019202363367799114,1.0,1.0,False,"BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS",SELECTIVE CALCIUM CHANNEL BLOCKERS WITH MAINLY VASCULAR EFFECTS,ANTIGOUT PREPARATIONS
G04C,H03A,N06A,677,13,664,0.019202363367799114,1.0,1.0,False,DRUGS USED IN BENIGN PROSTATIC HYPERTROPHY,THYROID PREPARATIONS,ANTIDEPRESSANTS
C01D,R03B,R06A,573,11,562,0.019197207678883072,1.0,1.0,False,VASODILATORS USED IN CARDIAC DISEASES,"OTHER DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES, INHALANTS",ANTIHISTAMINES FOR SYSTEMIC USE
M03B,N01B,N05C,573,11,562,0.019197207678883072,1.0,1.0,False,"MUSCLE RELAXANTS, CENTRALLY ACTING AGENTS","ANESTHETICS, LOCAL",HYPNOTICS AND SEDATIVES
B03B,C10A,R03B,1094,21,1073,0.019195612431444242,1.0,1.0,False,VITAMIN B12 AND FOLIC ACID,"LIPID MODIFYING AGENTS, PLAIN","OTHER DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES, INHALANTS"
C09A,D07A,N02A,3178,61,3117,0.01919446192573946,1.0,1.0,False,"ACE INHIBITORS, PLAIN","CORTICOSTEROIDS, PLAIN",OPIOIDS
A10B,C09B,M01A,1042,20,1022,0.019193857965451054,1.0,1.0,False,"BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS","ACE INHIBITORS, COMBINATIONS","ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS"
C03E,H02A,N02A,521,10,511,0.019193857965451054,1.0,1.0,False,DIURETICS AND POTASSIUM-SPARING AGENTS IN COMBINATION,"CORTICOSTEROIDS FOR SYSTEMIC USE, PLAIN",OPIOIDS
B03B,C08C,C09A,521,10,511,0.019193857965451054,1.0,1.0,False,VITAMIN B12 AND FOLIC ACID,SELECTIVE CALCIUM CHANNEL BLOCKERS WITH MAINLY VASCULAR EFFECTS,"ACE INHIBITORS, PLAIN"
C09A,C09C,C10A,521,10,511,0.019193857965451054,1.0,1.0,False,"ACE INHIBITORS, PLAIN","ANGIOTENSIN II RECEPTOR BLOCKERS (ARBs), PLAIN","LIPID MODIFYING AGENTS, PLAIN"
B03B,L01B,M01A,938,18,920,0.019189765458422176,1.0,1.0,False,VITAMIN B12 AND FOLIC ACID,ANTIMETABOLITES,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS"
C09C,N03A,R01A,469,9,460,0.019189765458422176,1.0,1.0,False,"ANGIOTENSIN II RECEPTOR BLOCKERS (ARBs), PLAIN",ANTIEPILEPTICS,DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE
C10A,M01A,R05D,938,18,920,0.019189765458422176,1.0,1.0,False,"LIPID MODIFYING AGENTS, PLAIN","ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS","COUGH SUPPRESSANTS, EXCL. COMBINATIONS WITH EXPECTORANTS"
A02B,G03C,R03B,886,17,869,0.019187358916478554,1.0,1.0,False,DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD),ESTROGENS,"OTHER DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES, INHALANTS"
D08A,M03B,R03A,417,8,409,0.019184652278177457,1.0,1.0,False,ANTISEPTICS AND DISINFECTANTS,"MUSCLE RELAXANTS, CENTRALLY ACTING AGENTS","ADRENERGICS, INHALANTS"
L01B,M01A,N05B,417,8,409,0.019184652278177457,1.0,1.0,False,ANTIMETABOLITES,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",ANXIOLYTICS
A01A,R03A,R03B,782,15,767,0.01918158567774936,1.0,1.0,False,STOMATOLOGICAL PREPARATIONS,"ADRENERGICS, INHALANTS","OTHER DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES, INHALANTS"
C09C,M03B,N03A,782,15,767,0.01918158567774936,1.0,1.0,False,"ANGIOTENSIN II RECEPTOR BLOCKERS (ARBs), PLAIN","MUSCLE RELAXANTS, CENTRALLY ACTING AGENTS",ANTIEPILEPTICS
B05X,G04B,M01A,365,7,358,0.019178082191780823,1.0,1.0,False,I.V. SOLUTION ADDITIVES,UROLOGICALS,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS"
G04B,H03A,R06A,365,7,358,0.019178082191780823,1.0,1.0,False,UROLOGICALS,THYROID PREPARATIONS,ANTIHISTAMINES FOR SYSTEMIC USE
D05A,D07A,N02A,365,7,358,0.019178082191780823,1.0,1.0,False,ANTIPSORIATICS FOR TOPICAL USE,"CORTICOSTEROIDS, PLAIN",OPIOIDS
C03E,M01A,R03A,365,7,358,0.019178082191780823,1.0,1.0,False,DIURETICS AND POTASSIUM-SPARING AGENTS IN COMBINATION,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS","ADRENERGICS, INHALANTS"
C10A,N02C,N05B,730,14,716,0.019178082191780823,1.0,1.0,False,"LIPID MODIFYING AGENTS, PLAIN",ANTIMIGRAINE PREPARATIONS,ANXIOLYTICS
N02A,R01A,S02C,365,7,358,0.019178082191780823,1.0,1.0,False,OPIOIDS,DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE,CORTICOSTEROIDS AND ANTIINFECTIVES IN COMBINATION
A10A,M01A,N02A,6935,133,6802,0.019178082191780823,0.9940683468342411,1.0,False,INSULINS AND ANALOGUES,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",OPIOIDS
D06A,D07A,N06A,365,7,358,0.019178082191780823,1.0,1.0,False,ANTIBIOTICS FOR TOPICAL USE,"CORTICOSTEROIDS, PLAIN",ANTIDEPRESSANTS
A02B,C01D,R03B,1773,34,1739,0.019176536943034405,1.0,1.0,False,DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD),VASODILATORS USED IN CARDIAC DISEASES,"OTHER DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES, INHALANTS"
C09C,J01F,N02A,1043,20,1023,0.019175455417066157,1.0,1.0,False,"ANGIOTENSIN II RECEPTOR BLOCKERS (ARBs), PLAIN","MACROLIDES, LINCOSAMIDES AND STREPTOGRAMINS",OPIOIDS
A10A,C10A,D01A,1043,20,1023,0.019175455417066157,1.0,1.0,False,INSULINS AND ANALOGUES,"LIPID MODIFYING AGENTS, PLAIN",ANTIFUNGALS FOR TOPICAL USE
C03A,M03B,R01A,991,19,972,0.01917255297679112,1.0,1.0,False,"LOW-CEILING DIURETICS, THIAZIDES","MUSCLE RELAXANTS, CENTRALLY ACTING AGENTS",DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE
J05A,N02A,P01B,313,6,307,0.019169329073482427,1.0,1.0,False,DIRECT ACTING ANTIVIRALS,OPIOIDS,ANTIMALARIALS
C03B,R03A,R03D,313,6,307,0.019169329073482427,1.0,1.0,False,"LOW-CEILING DIURETICS, EXCL. THIAZIDES","ADRENERGICS, INHALANTS",OTHER SYSTEMIC DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES
C03C,J02A,N06A,313,6,307,0.019169329073482427,1.0,1.0,False,HIGH-CEILING DIURETICS,ANTIMYCOTICS FOR SYSTEMIC USE,ANTIDEPRESSANTS
N04A,N05A,R03B,313,6,307,0.019169329073482427,1.0,1.0,False,ANTICHOLINERGIC AGENTS,ANTIPSYCHOTICS,"OTHER DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES, INHALANTS"
A02B,C01B,N05B,313,6,307,0.019169329073482427,1.0,1.0,False,DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD),"ANTIARRHYTHMICS, CLASS I AND III",ANXIOLYTICS
J01D,M01A,R01A,626,12,614,0.019169329073482427,1.0,1.0,False,OTHER BETA-LACTAM ANTIBACTERIALS,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE
A03A,N02A,N05C,939,18,921,0.019169329073482427,1.0,1.0,False,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,OPIOIDS,HYPNOTICS AND SEDATIVES
N05B,N06D,R03A,313,6,307,0.019169329073482427,1.0,1.0,False,ANXIOLYTICS,ANTI-DEMENTIA DRUGS,"ADRENERGICS, INHALANTS"
A10B,L01B,M01A,261,5,256,0.019157088122605363,1.0,1.0,False,"BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS",ANTIMETABOLITES,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS"
C10A,P01B,R03A,522,10,512,0.019157088122605363,1.0,1.0,False,"LIPID MODIFYING AGENTS, PLAIN",ANTIMALARIALS,"ADRENERGICS, INHALANTS"
A10A,A10B,S01B,261,5,256,0.019157088122605363,1.0,1.0,False,INSULINS AND ANALOGUES,"BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS",ANTIINFLAMMATORY AGENTS
C09A,L04A,M01A,261,5,256,0.019157088122605363,1.0,1.0,False,"ACE INHIBITORS, PLAIN",IMMUNOSUPPRESSANTS,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS"
C08C,L01B,M01A,261,5,256,0.019157088122605363,1.0,1.0,False,SELECTIVE CALCIUM CHANNEL BLOCKERS WITH MAINLY VASCULAR EFFECTS,ANTIMETABOLITES,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS"
