drug1,drug2,drug3,n_total,n_ae,n_no_ae,ae_prop,p_value,p_adj,significant,drug1_name,drug2_name,drug3_name
J05A,N02A,N05A,1347,57,1290,0.042316258351893,1.3457870077743542e-09,5.31097174464695e-08,True,DIRECT ACTING ANTIVIRALS,OPIOIDS,ANTIPSYCHOTICS
C03C,J01D,N02A,1816,56,1760,0.0308370044052863,0.0004528652352669,0.0040273269264692,True,HIGH-CEILING DIURETICS,OTHER BETA-LACTAM ANTIBACTERIALS,OPIOIDS
M02A,N02A,R03A,2032,56,1976,0.0275590551181102,0.0082026180938082,0.0418259992079307,True,TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN,OPIOIDS,"ADRENERGICS, INHALANTS"
B03B,C03C,N02A,1728,56,1672,0.0324074074074074,9.93451600387786e-05,0.0011373974238475,True,VITAMIN B12 AND FOLIC ACID,HIGH-CEILING DIURETICS,OPIOIDS
B01A,B03B,N02A,1486,56,1430,0.0376850605652759,3.831496527211646e-07,8.844997211837605e-06,True,ANTITHROMBOTIC AGENTS,VITAMIN B12 AND FOLIC ACID,OPIOIDS
H02A,N02A,R05D,1979,56,1923,0.0282971197574532,0.0044291353077728,0.0255755409924582,True,"CORTICOSTEROIDS FOR SYSTEMIC USE, PLAIN",OPIOIDS,"COUGH SUPPRESSANTS, EXCL. COMBINATIONS WITH EXPECTORANTS"
C03D,N02A,R03A,1983,55,1928,0.0277357539082198,0.0076574440652925,0.0396473380482971,True,ALDOSTERONE ANTAGONISTS AND OTHER POTASSIUM-SPARING AGENTS,OPIOIDS,"ADRENERGICS, INHALANTS"
A04A,G04B,N02A,1102,55,1047,0.0499092558983666,2.936787593433049e-13,2.1313836534257937e-11,True,ANTIEMETICS AND ANTINAUSEANTS,UROLOGICALS,OPIOIDS
C02D,N02A,N02B,2002,55,1947,0.0274725274725274,0.009470825161546,0.0469487080288853,True,"ARTERIOLAR SMOOTH MUSCLE, AGENTS ACTING ON",OPIOIDS,OTHER ANALGESICS AND ANTIPYRETICS
N02A,N03A,N07B,1815,54,1761,0.0297520661157024,0.0015269439805412,0.0108187886444769,True,OPIOIDS,ANTIEPILEPTICS,DRUGS USED IN ADDICTIVE DISORDERS
G04B,N02A,N05A,1535,54,1481,0.0351791530944625,8.650808622840725e-06,0.000136506281709,True,UROLOGICALS,OPIOIDS,ANTIPSYCHOTICS
B01A,C01B,N02A,1897,54,1843,0.0284659989457037,0.0045646413552129,0.0261372276681091,True,ANTITHROMBOTIC AGENTS,"ANTIARRHYTHMICS, CLASS I AND III",OPIOIDS
C02C,N02A,N02B,1574,54,1520,0.0343074968233799,2.0889883693342737e-05,0.0002953291629281,True,"ANTIADRENERGIC AGENTS, PERIPHERALLY ACTING",OPIOIDS,OTHER ANALGESICS AND ANTIPYRETICS
C09A,N02A,N07B,1799,54,1745,0.0300166759310728,0.0012101768161808,0.008957760072827,True,"ACE INHIBITORS, PLAIN",OPIOIDS,DRUGS USED IN ADDICTIVE DISORDERS
B01A,J01M,N02A,1616,54,1562,0.0334158415841584,5.055601306984439e-05,0.0006362132001045,True,ANTITHROMBOTIC AGENTS,QUINOLONE ANTIBACTERIALS,OPIOIDS
N01B,N02A,N05A,1085,54,1031,0.0497695852534562,5.783781472604536e-13,3.953867644110817e-11,True,"ANESTHETICS, LOCAL",OPIOIDS,ANTIPSYCHOTICS
C07A,J01A,N02A,1725,54,1671,0.0313043478260869,0.0003780165377903,0.0034500113991611,True,BETA BLOCKING AGENTS,TETRACYCLINES,OPIOIDS
C02A,N02A,N03A,1479,54,1425,0.0365111561866125,2.1803665744762214e-06,4.095676247824696e-05,True,"ANTIADRENERGIC AGENTS, CENTRALLY ACTING",OPIOIDS,ANTIEPILEPTICS
B03B,N02A,N03A,1852,54,1798,0.029157667386609,0.0025517629118664,0.0165271881504507,True,VITAMIN B12 AND FOLIC ACID,OPIOIDS,ANTIEPILEPTICS
A02B,A07A,N02A,1314,54,1260,0.0410958904109589,1.4924769614695584e-08,4.792207843554982e-07,True,DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD),INTESTINAL ANTIINFECTIVES,OPIOIDS
A03A,N02A,R06A,1707,53,1654,0.0310486233157586,0.0005432557640381,0.0047086610026566,True,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,OPIOIDS,ANTIHISTAMINES FOR SYSTEMIC USE
D04A,N02A,N06A,1762,53,1709,0.0300794551645856,0.0012803321039493,0.0093787756470427,True,"ANTIPRURITICS, INCL. ANTIHISTAMINES, ANESTHETICS, ETC.",OPIOIDS,ANTIDEPRESSANTS
N02A,N05A,R03D,1672,53,1619,0.0316985645933014,0.0003009454423392,0.0028484304663036,True,OPIOIDS,ANTIPSYCHOTICS,OTHER SYSTEMIC DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES
H02A,N02A,N07B,1136,53,1083,0.0466549295774647,3.743681187006076e-11,1.968637511539274e-09,True,"CORTICOSTEROIDS FOR SYSTEMIC USE, PLAIN",OPIOIDS,DRUGS USED IN ADDICTIVE DISORDERS
B01A,C03D,N02A,1829,53,1776,0.0289775833788955,0.0032700138833912,0.0201942244634196,True,ANTITHROMBOTIC AGENTS,ALDOSTERONE ANTAGONISTS AND OTHER POTASSIUM-SPARING AGENTS,OPIOIDS
C09A,N02A,N04B,1565,53,1512,0.0338658146964856,3.868768402111328e-05,0.0005095521440493,True,"ACE INHIBITORS, PLAIN",OPIOIDS,DOPAMINERGIC AGENTS
H03A,J01M,N02A,1568,52,1516,0.0331632653061224,8.976609679810303e-05,0.0010440851390479,True,THYROID PREPARATIONS,QUINOLONE ANTIBACTERIALS,OPIOIDS
A02B,C02C,N02A,1462,52,1410,0.0355677154582763,8.796798040892821e-06,0.0001382950623758,True,DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD),"ANTIADRENERGIC AGENTS, PERIPHERALLY ACTING",OPIOIDS
G04C,N02A,N03A,1558,52,1506,0.0333761232349165,7.346566013473622e-05,0.0008766240256617,True,DRUGS USED IN BENIGN PROSTATIC HYPERTROPHY,OPIOIDS,ANTIEPILEPTICS
B03A,N02A,N05B,1709,52,1657,0.0304271503803393,0.0010623062745243,0.008071851763973,True,IRON PREPARATIONS,OPIOIDS,ANXIOLYTICS
C10A,N02A,V03A,1268,52,1216,0.0410094637223974,3.0895486605523005e-08,9.144373633299492e-07,True,"LIPID MODIFYING AGENTS, PLAIN",OPIOIDS,ALL OTHER THERAPEUTIC PRODUCTS
C03D,N02A,N05B,1716,52,1664,0.0303030303030303,0.0011823378104011,0.0087887058392107,True,ALDOSTERONE ANTAGONISTS AND OTHER POTASSIUM-SPARING AGENTS,OPIOIDS,ANXIOLYTICS
J01F,N02A,N03A,1876,52,1824,0.0277185501066098,0.0097737969088598,0.0481689079285017,True,"MACROLIDES, LINCOSAMIDES AND STREPTOGRAMINS",OPIOIDS,ANTIEPILEPTICS
J01D,J01E,N02A,1754,52,1702,0.0296465222348916,0.0020660956210631,0.0138646923374195,True,OTHER BETA-LACTAM ANTIBACTERIALS,SULFONAMIDES AND TRIMETHOPRIM,OPIOIDS
D07A,N02A,N05A,1553,51,1502,0.0328396651641983,0.0001422978178743,0.0015354253342123,True,"CORTICOSTEROIDS, PLAIN",OPIOIDS,ANTIPSYCHOTICS
C09C,N02A,N05A,1583,51,1532,0.0322173089071383,0.0002500433942468,0.0024306970692107,True,"ANGIOTENSIN II RECEPTOR BLOCKERS (ARBs), PLAIN",OPIOIDS,ANTIPSYCHOTICS
H02A,J01A,N02A,1798,51,1747,0.0283648498331479,0.0064230884783926,0.0344167107545123,True,"CORTICOSTEROIDS FOR SYSTEMIC USE, PLAIN",TETRACYCLINES,OPIOIDS
C02A,C03C,N02A,1547,51,1496,0.0329670329670329,0.0001266440805341,0.0013956533305668,True,"ANTIADRENERGIC AGENTS, CENTRALLY ACTING",HIGH-CEILING DIURETICS,OPIOIDS
A10A,J01D,N02A,1535,51,1484,0.0332247557003257,9.992072094372768e-05,0.0011427522494546,True,INSULINS AND ANALOGUES,OTHER BETA-LACTAM ANTIBACTERIALS,OPIOIDS
A06A,G04B,N02A,1296,51,1245,0.0393518518518518,2.4056978677785895e-07,5.7671435762402566e-06,True,DRUGS FOR CONSTIPATION,UROLOGICALS,OPIOIDS
N02A,N04B,R06A,1485,51,1434,0.0343434343434343,3.5091777436431035e-05,0.0004688934094784,True,OPIOIDS,DOPAMINERGIC AGENTS,ANTIHISTAMINES FOR SYSTEMIC USE
A04A,C02A,N02A,650,51,599,0.0784615384615384,2.162720756182501e-27,7.392319075003156e-25,True,ANTIEMETICS AND ANTINAUSEANTS,"ANTIADRENERGIC AGENTS, CENTRALLY ACTING",OPIOIDS
J01M,N02A,R01A,1648,50,1598,0.0303398058252427,0.0014456098699352,0.0103358179364603,True,QUINOLONE ANTIBACTERIALS,OPIOIDS,DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE
C08D,H02A,N02A,1178,50,1128,0.0424448217317487,1.2924845944054536e-08,4.213897465329288e-07,True,SELECTIVE CALCIUM CHANNEL BLOCKERS WITH DIRECT CARDIAC EFFECTS,"CORTICOSTEROIDS FOR SYSTEMIC USE, PLAIN",OPIOIDS
B05X,C03D,N02A,1273,50,1223,0.0392772977219167,3.439661536209335e-07,7.992687201244322e-06,True,I.V. SOLUTION ADDITIVES,ALDOSTERONE ANTAGONISTS AND OTHER POTASSIUM-SPARING AGENTS,OPIOIDS
A03F,N02A,N05B,1065,50,1015,0.0469483568075117,1.0041175646009904e-10,4.925754497459302e-09,True,PROPULSIVES,OPIOIDS,ANXIOLYTICS
A03F,C10A,N02A,1357,50,1307,0.0368459837877671,3.879535105046675e-06,6.805886419383207e-05,True,PROPULSIVES,"LIPID MODIFYING AGENTS, PLAIN",OPIOIDS
G03A,N02A,N05B,1357,49,1308,0.0361090641120117,9.867137610919508e-06,0.0001528540791305,True,HORMONAL CONTRACEPTIVES FOR SYSTEMIC USE,OPIOIDS,ANXIOLYTICS
C08C,J01M,N02A,1693,49,1644,0.0289427052569403,0.0049170816074857,0.027728257963235,True,SELECTIVE CALCIUM CHANNEL BLOCKERS WITH MAINLY VASCULAR EFFECTS,QUINOLONE ANTIBACTERIALS,OPIOIDS
C08C,J05A,N02A,1660,49,1611,0.0295180722891566,0.0031388471920415,0.0195700057939817,True,SELECTIVE CALCIUM CHANNEL BLOCKERS WITH MAINLY VASCULAR EFFECTS,DIRECT ACTING ANTIVIRALS,OPIOIDS
C02C,N02A,N05B,1306,49,1257,0.0375191424196018,2.5594442693191946e-06,4.683915626546837e-05,True,"ANTIADRENERGIC AGENTS, PERIPHERALLY ACTING",OPIOIDS,ANXIOLYTICS
C10A,J02A,N02A,1504,49,1455,0.0325797872340425,0.0002452437828475,0.0024005571575539,True,"LIPID MODIFYING AGENTS, PLAIN",ANTIMYCOTICS FOR SYSTEMIC USE,OPIOIDS
N02A,N05B,V03A,781,48,733,0.0614596670934699,2.8224789265943295e-17,3.1986082038709638e-15,True,OPIOIDS,ANXIOLYTICS,ALL OTHER THERAPEUTIC PRODUCTS
A11C,B03A,N02A,1466,48,1418,0.0327421555252387,0.0002489504606804,0.0024289821468439,True,"VITAMIN A AND D, INCL. COMBINATIONS OF THE TWO",IRON PREPARATIONS,OPIOIDS
J05A,L04A,N02A,873,48,825,0.0549828178694158,4.0403145045377335e-14,3.4525139104904697e-12,True,DIRECT ACTING ANTIVIRALS,IMMUNOSUPPRESSANTS,OPIOIDS
D04A,N02A,R03A,1326,48,1278,0.0361990950226244,1.1293921911816065e-05,0.0001715704610431,True,"ANTIPRURITICS, INCL. ANTIHISTAMINES, ANESTHETICS, ETC.",OPIOIDS,"ADRENERGICS, INHALANTS"
A10B,N02A,N07B,1400,48,1352,0.0342857142857142,6.443288169704992e-05,0.0007829481817224,True,"BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS",OPIOIDS,DRUGS USED IN ADDICTIVE DISORDERS
G04C,N02A,R06A,1620,48,1572,0.0296296296296296,0.0031937529905656,0.0198830826604193,True,DRUGS USED IN BENIGN PROSTATIC HYPERTROPHY,OPIOIDS,ANTIHISTAMINES FOR SYSTEMIC USE
A03F,N02A,N02B,1543,48,1495,0.0311082307193778,0.0009808826999575,0.0075738919996773,True,PROPULSIVES,OPIOIDS,OTHER ANALGESICS AND ANTIPYRETICS
M01A,N02A,V03A,845,47,798,0.0556213017751479,3.777576416025109e-14,3.241068801959681e-12,True,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",OPIOIDS,ALL OTHER THERAPEUTIC PRODUCTS
A04A,N02A,R03B,1304,47,1257,0.036042944785276,1.6220594503640887e-05,0.0002369034036672,True,ANTIEMETICS AND ANTINAUSEANTS,OPIOIDS,"OTHER DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES, INHALANTS"
A04A,C03A,N02A,1170,47,1123,0.0401709401709401,3.384532887415e-07,7.873218545565167e-06,True,ANTIEMETICS AND ANTINAUSEANTS,"LOW-CEILING DIURETICS, THIAZIDES",OPIOIDS
G03A,N02A,N02B,1575,47,1528,0.0298412698412698,0.0030194883425491,0.0189934689686263,True,HORMONAL CONTRACEPTIVES FOR SYSTEMIC USE,OPIOIDS,OTHER ANALGESICS AND ANTIPYRETICS
A06A,J01D,N02A,993,47,946,0.0473313192346425,2.5538161962596597e-10,1.1689087004564733e-08,True,DRUGS FOR CONSTIPATION,OTHER BETA-LACTAM ANTIBACTERIALS,OPIOIDS
M04A,N02A,N05B,1612,46,1566,0.0285359801488833,0.0087695193099849,0.0441329026875327,True,ANTIGOUT PREPARATIONS,OPIOIDS,ANXIOLYTICS
B03B,N02A,N05A,1188,46,1142,0.0387205387205387,1.7752747552845673e-06,3.429500694073888e-05,True,VITAMIN B12 AND FOLIC ACID,OPIOIDS,ANTIPSYCHOTICS
J01D,N02A,N05A,1216,46,1170,0.037828947368421,4.03448005987078e-06,7.036930158747455e-05,True,OTHER BETA-LACTAM ANTIBACTERIALS,OPIOIDS,ANTIPSYCHOTICS
B03B,B05X,N02A,1196,46,1150,0.0384615384615384,2.2559423875962693e-06,4.208444637142618e-05,True,VITAMIN B12 AND FOLIC ACID,I.V. SOLUTION ADDITIVES,OPIOIDS
M03B,N02A,V03A,858,45,813,0.0524475524475524,3.6097465020964202e-12,2.1856499392122091e-10,True,"MUSCLE RELAXANTS, CENTRALLY ACTING AGENTS",OPIOIDS,ALL OTHER THERAPEUTIC PRODUCTS
C07A,N02A,V03A,1297,45,1252,0.0346954510408635,7.949335091733052e-05,0.0009374641583973,True,BETA BLOCKING AGENTS,OPIOIDS,ALL OTHER THERAPEUTIC PRODUCTS
A06A,G04C,N02A,1385,45,1340,0.0324909747292418,0.0004883900681188,0.0043017299765479,True,DRUGS FOR CONSTIPATION,DRUGS USED IN BENIGN PROSTATIC HYPERTROPHY,OPIOIDS
A06A,B03B,N02A,1158,45,1113,0.038860103626943,2.048916712771416e-06,3.876843122951058e-05,True,DRUGS FOR CONSTIPATION,VITAMIN B12 AND FOLIC ACID,OPIOIDS
D06A,M03B,N02A,1493,45,1448,0.030140656396517,0.0030101245817262,0.0189514438906544,True,ANTIBIOTICS FOR TOPICAL USE,"MUSCLE RELAXANTS, CENTRALLY ACTING AGENTS",OPIOIDS
G03D,N02A,N06A,1497,45,1452,0.0300601202404809,0.0031958754872737,0.019890453252953,True,PROGESTOGENS,OPIOIDS,ANTIDEPRESSANTS
C02C,M01A,N02A,1207,45,1162,0.0372825186412593,8.448743949580672e-06,0.0001340163037271,True,"ANTIADRENERGIC AGENTS, PERIPHERALLY ACTING","ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",OPIOIDS
C08C,N02A,V03A,919,44,875,0.0478781284004352,5.8301195362981e-10,2.501050469903428e-08,True,SELECTIVE CALCIUM CHANNEL BLOCKERS WITH MAINLY VASCULAR EFFECTS,OPIOIDS,ALL OTHER THERAPEUTIC PRODUCTS
A03A,N02A,N03A,1280,44,1236,0.034375,0.000125500927887,0.0013839429373263,True,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,OPIOIDS,ANTIEPILEPTICS
B05X,N02A,R03D,1455,44,1411,0.0302405498281786,0.0031373057304263,0.0195661515712758,True,I.V. SOLUTION ADDITIVES,OPIOIDS,OTHER SYSTEMIC DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES
H02A,J02A,N02A,892,44,848,0.0493273542600896,1.4112307563395923e-10,6.720629705246886e-09,True,"CORTICOSTEROIDS FOR SYSTEMIC USE, PLAIN",ANTIMYCOTICS FOR SYSTEMIC USE,OPIOIDS
A07A,N02A,N02B,943,44,899,0.0466595970307529,1.900253713050559e-09,7.24283753362724e-08,True,INTESTINAL ANTIINFECTIVES,OPIOIDS,OTHER ANALGESICS AND ANTIPYRETICS
N02A,N07B,R03B,1295,44,1251,0.0339768339768339,0.000173742972138,0.0017969551320399,True,OPIOIDS,DRUGS USED IN ADDICTIVE DISORDERS,"OTHER DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES, INHALANTS"
C02C,N02A,N05A,887,44,843,0.0496054114994363,1.0732851203438219e-10,5.252900293377893e-09,True,"ANTIADRENERGIC AGENTS, PERIPHERALLY ACTING",OPIOIDS,ANTIPSYCHOTICS
A04A,A07D,N02A,616,44,572,0.0714285714285714,1.745589057223168e-20,3.1617541282626823e-18,True,ANTIEMETICS AND ANTINAUSEANTS,ANTIPROPULSIVES,OPIOIDS
A07A,H02A,N02A,560,44,516,0.0785714285714285,8.210123488777661e-24,1.9549318761143388e-21,True,INTESTINAL ANTIINFECTIVES,"CORTICOSTEROIDS FOR SYSTEMIC USE, PLAIN",OPIOIDS
A04A,N02A,R03D,1225,44,1181,0.0359183673469387,3.464968130548638e-05,0.0004638635794225,True,ANTIEMETICS AND ANTINAUSEANTS,OPIOIDS,OTHER SYSTEMIC DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES
A06A,C03D,N02A,960,43,917,0.0447916666666666,1.692017122342148e-08,5.359824642253333e-07,True,DRUGS FOR CONSTIPATION,ALDOSTERONE ANTAGONISTS AND OTHER POTASSIUM-SPARING AGENTS,OPIOIDS
C02A,N02A,N05A,1076,43,1033,0.0399628252788104,1.347723804872576e-06,2.6742474600055835e-05,True,"ANTIADRENERGIC AGENTS, CENTRALLY ACTING",OPIOIDS,ANTIPSYCHOTICS
C03C,J01F,N02A,1426,43,1383,0.0301542776998597,0.0037474797403814,0.0224530932027605,True,HIGH-CEILING DIURETICS,"MACROLIDES, LINCOSAMIDES AND STREPTOGRAMINS",OPIOIDS
J01E,J05A,N02A,1102,43,1059,0.0390199637023593,3.079088256563408e-06,5.5345240316447615e-05,True,SULFONAMIDES AND TRIMETHOPRIM,DIRECT ACTING ANTIVIRALS,OPIOIDS
C08C,N02A,N07B,1302,43,1259,0.0330261136712749,0.0004392129074726,0.0039256853374777,True,SELECTIVE CALCIUM CHANNEL BLOCKERS WITH MAINLY VASCULAR EFFECTS,OPIOIDS,DRUGS USED IN ADDICTIVE DISORDERS
C10A,D04A,N02A,1468,43,1425,0.0292915531335149,0.0068672644786637,0.036337345526053,True,"LIPID MODIFYING AGENTS, PLAIN","ANTIPRURITICS, INCL. ANTIHISTAMINES, ANESTHETICS, ETC.",OPIOIDS
C02D,N02A,N05B,964,42,922,0.0435684647302904,7.589509311031762e-08,2.056737612779861e-06,True,"ARTERIOLAR SMOOTH MUSCLE, AGENTS ACTING ON",OPIOIDS,ANXIOLYTICS
C02A,N02A,R01A,984,42,942,0.0426829268292682,1.6735783706747922e-07,4.1942419513651074e-06,True,"ANTIADRENERGIC AGENTS, CENTRALLY ACTING",OPIOIDS,DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE
A04A,M04A,N02A,464,42,422,0.0905172413793103,3.7635221526195955e-28,1.3992379203213066e-25,True,ANTIEMETICS AND ANTINAUSEANTS,ANTIGOUT PREPARATIONS,OPIOIDS
A10A,J01M,N02A,1363,42,1321,0.0308143800440205,0.0026392125280787,0.0169845708761142,True,INSULINS AND ANALOGUES,QUINOLONE ANTIBACTERIALS,OPIOIDS
C03D,H02A,N02A,887,42,845,0.0473506200676437,2.4105650251921437e-09,9.057569860615588e-08,True,ALDOSTERONE ANTAGONISTS AND OTHER POTASSIUM-SPARING AGENTS,"CORTICOSTEROIDS FOR SYSTEMIC USE, PLAIN",OPIOIDS
A06A,J01E,N02A,822,42,780,0.0510948905109489,7.196876070564039e-11,3.6662547521007957e-09,True,DRUGS FOR CONSTIPATION,SULFONAMIDES AND TRIMETHOPRIM,OPIOIDS
C03C,J01E,N02A,1291,42,1249,0.0325329202168861,0.0007502214156088,0.0060821316907355,True,HIGH-CEILING DIURETICS,SULFONAMIDES AND TRIMETHOPRIM,OPIOIDS
A04A,C09C,N02A,1280,42,1238,0.0328125,0.000607849277611,0.005146441027221,True,ANTIEMETICS AND ANTINAUSEANTS,"ANGIOTENSIN II RECEPTOR BLOCKERS (ARBs), PLAIN",OPIOIDS
B05X,G04C,N02A,1279,41,1238,0.0320562939796716,0.0012389871706308,0.0091263872506112,True,I.V. SOLUTION ADDITIVES,DRUGS USED IN BENIGN PROSTATIC HYPERTROPHY,OPIOIDS
B03A,C08C,N02A,1162,41,1121,0.0352839931153184,0.0001090286828077,0.001232943354355,True,IRON PREPARATIONS,SELECTIVE CALCIUM CHANNEL BLOCKERS WITH MAINLY VASCULAR EFFECTS,OPIOIDS
C08C,J01E,N02A,1279,41,1238,0.0320562939796716,0.0012389871706308,0.0091263872506112,True,SELECTIVE CALCIUM CHANNEL BLOCKERS WITH MAINLY VASCULAR EFFECTS,SULFONAMIDES AND TRIMETHOPRIM,OPIOIDS
A06A,J01M,N02A,1086,41,1045,0.0377532228360957,1.519033147936914e-05,0.000223551044938,True,DRUGS FOR CONSTIPATION,QUINOLONE ANTIBACTERIALS,OPIOIDS
J01M,N02A,N05A,1143,41,1102,0.0358705161854768,6.880899823663307e-05,0.0008294654667979,True,QUINOLONE ANTIBACTERIALS,OPIOIDS,ANTIPSYCHOTICS
C07A,J01X,N02A,991,41,950,0.0413723511604439,7.366902511599375e-07,1.58175681890389e-05,True,BETA BLOCKING AGENTS,OTHER ANTIBACTERIALS,OPIOIDS
N02A,N02C,N05A,1370,41,1329,0.02992700729927,0.0055037265939698,0.0303305185821854,True,OPIOIDS,ANTIMIGRAINE PREPARATIONS,ANTIPSYCHOTICS
G04C,N02A,R03B,1333,40,1293,0.0300075018754688,0.0058357154092217,0.0318000722427944,True,DRUGS USED IN BENIGN PROSTATIC HYPERTROPHY,OPIOIDS,"OTHER DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES, INHALANTS"
B01A,N02A,N04B,1272,40,1232,0.0314465408805031,0.0021987676038291,0.0146299161884918,True,ANTITHROMBOTIC AGENTS,OPIOIDS,DOPAMINERGIC AGENTS
C02A,N02A,N05C,1283,40,1243,0.0311769290724863,0.0026490442645288,0.0170323258658663,True,"ANTIADRENERGIC AGENTS, CENTRALLY ACTING",OPIOIDS,HYPNOTICS AND SEDATIVES
G04C,N02A,N05A,1120,39,1081,0.0348214285714285,0.0002311786302789,0.0022861117745546,True,DRUGS USED IN BENIGN PROSTATIC HYPERTROPHY,OPIOIDS,ANTIPSYCHOTICS
N02A,N04A,N05A,890,39,851,0.0438202247191011,1.8760700831288184e-07,4.601583009452074e-06,True,OPIOIDS,ANTICHOLINERGIC AGENTS,ANTIPSYCHOTICS
D06A,N02A,R03A,1244,39,1205,0.0313504823151125,0.0026900561338944,0.0172332737574037,True,ANTIBIOTICS FOR TOPICAL USE,OPIOIDS,"ADRENERGICS, INHALANTS"
A06A,N02A,N07B,974,39,935,0.0400410677618069,4.139317312172655e-06,7.185539972731205e-05,True,DRUGS FOR CONSTIPATION,OPIOIDS,DRUGS USED IN ADDICTIVE DISORDERS
C03A,C03C,N02A,1272,39,1233,0.0306603773584905,0.0042655468127913,0.0248295626288929,True,"LOW-CEILING DIURETICS, THIAZIDES",HIGH-CEILING DIURETICS,OPIOIDS
A04A,D07A,N02A,1076,39,1037,0.0362453531598513,7.986712646454939e-05,0.0009397802021303,True,ANTIEMETICS AND ANTINAUSEANTS,"CORTICOSTEROIDS, PLAIN",OPIOIDS
A03F,C07A,N02A,1078,39,1039,0.036178107606679,8.403211183266551e-05,0.000983872107159,True,PROPULSIVES,BETA BLOCKING AGENTS,OPIOIDS
B03A,N02A,N03A,854,39,815,0.0456674473067915,3.961989114371661e-08,1.1407944743446228e-06,True,IRON PREPARATIONS,OPIOIDS,ANTIEPILEPTICS
C02A,H02A,N02A,929,39,890,0.0419806243272335,8.594704382740569e-07,1.823212965756137e-05,True,"ANTIADRENERGIC AGENTS, CENTRALLY ACTING","CORTICOSTEROIDS FOR SYSTEMIC USE, PLAIN",OPIOIDS
A11C,G04B,N02A,1302,39,1263,0.0299539170506912,0.0067659397904268,0.0358908125253381,True,"VITAMIN A AND D, INCL. COMBINATIONS OF THE TWO",UROLOGICALS,OPIOIDS
C03C,J05A,N02A,1093,39,1054,0.0356816102470265,0.0001220710863765,0.0013515833137369,True,HIGH-CEILING DIURETICS,DIRECT ACTING ANTIVIRALS,OPIOIDS
A03A,C09A,N02A,1205,38,1167,0.0315352697095435,0.0027262495570393,0.0174335185916648,True,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,"ACE INHIBITORS, PLAIN",OPIOIDS
C02C,C07A,N02A,1177,38,1139,0.0322854715378079,0.0016502388175301,0.0115111482331875,True,"ANTIADRENERGIC AGENTS, PERIPHERALLY ACTING",BETA BLOCKING AGENTS,OPIOIDS
A03F,N02A,R03A,852,38,814,0.0446009389671361,1.4468827056633537e-07,3.6942576263153967e-06,True,PROPULSIVES,OPIOIDS,"ADRENERGICS, INHALANTS"
B01A,N01B,N02A,1069,38,1031,0.0355472404115996,0.0001665294830519,0.0017349595897932,True,ANTITHROMBOTIC AGENTS,"ANESTHETICS, LOCAL",OPIOIDS
B05X,N02A,N04B,975,38,937,0.0389743589743589,1.2754946904502996e-05,0.0001915682741319,True,I.V. SOLUTION ADDITIVES,OPIOIDS,DOPAMINERGIC AGENTS
A02B,N02A,P01A,1263,38,1225,0.0300870942201108,0.0069629430576185,0.036733554711738,True,DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD),OPIOIDS,AGENTS AGAINST AMOEBIASIS AND OTHER PROTOZOAL DISEASES
A07A,N02A,N06A,1063,38,1025,0.0357478833490122,0.0001438612081064,0.0015428677743884,True,INTESTINAL ANTIINFECTIVES,OPIOIDS,ANTIDEPRESSANTS
B01A,N02A,N07B,1136,38,1098,0.0334507042253521,0.0007417041115733,0.006019989863065,True,ANTITHROMBOTIC AGENTS,OPIOIDS,DRUGS USED IN ADDICTIVE DISORDERS
G03D,N02A,N02B,1097,38,1059,0.0346399270738377,0.000320456056889,0.0030022567451784,True,PROGESTOGENS,OPIOIDS,OTHER ANALGESICS AND ANTIPYRETICS
C01C,H02A,N02A,378,37,341,0.0978835978835978,7.696915756384029e-28,2.71855064515484e-25,True,CARDIAC STIMULANTS EXCL. CARDIAC GLYCOSIDES,"CORTICOSTEROIDS FOR SYSTEMIC USE, PLAIN",OPIOIDS
B05X,J01M,N02A,1149,37,1112,0.0322019147084421,0.0020287416517258,0.0136529352440057,True,I.V. SOLUTION ADDITIVES,QUINOLONE ANTIBACTERIALS,OPIOIDS
A10A,C02A,N02A,1228,37,1191,0.0301302931596091,0.0076067652382523,0.0394041967560603,True,INSULINS AND ANALOGUES,"ANTIADRENERGIC AGENTS, CENTRALLY ACTING",OPIOIDS
